CODIGO,NOMBRE,DESCRIPCION,COMPRA,MAYOREO,LLEVAR,COLOCADO,EXISTENCIAS,CANT_MIN,TIPO_MED,PROVEEDOR,CATEGORIA,MARCA1,MODELO1,ANIO1,MARCA2,MODELO2,ANIO2,MARCA3,MODELO3,ANIO3,MARCA4,MODELO4,ANIO4,MARCA5,MODELO5,ANIO5
,,PEUGEOT ,,,,,,,,,,,,,,,,,,,,,,,,
FW02234GTY,,PEUGEOT 206 HATCHBACK 2/4 PTAS (01-11)/COMPACT 2/4 PTAS HATCHBACK(10-11)  ,,"$2,080.00","$2,180.00","$2,430.00",,,,CRINAMEX,PARABRISAS,PEUGEOT,,"01-11, 10-11",,,,,,,,,,,,
FW02128GTN,,PEUGEOT 306 SEDAN 4 PTAS (92-03),,"$1,150.00","$1,250.00","$1,450.00",,,,CRINAMEX,PARABRISAS,PEUGEOT,,92-03,,,,,,,,,,,,
FW02687GTY,,PEUGEOT 307 HATCHBACK 4/2 PTAS (06-09),,"$1,600.00","$1,700.00","$2,000.00",,,,CRINAMEX,PARABRISAS,PEUGEOT,,45541,,,,,,,,,,,,
FW02509GBY,,PEUGEOT 407 SEDAN 4 PTAS (05-09),,"$3,100.00","$3,200.00","$3,450.00",,,,CRINAMEX,PARABRISAS,PEUGEOT,,45540,,,,,,,,,,,,
FW02715GTN,,GRAN RAID MMINI VAN (07-11)/PARTNER MINI VAN(06-11),,"$1,580.00","$1,680.00","$1,930.00",,,,CRINAMEX,PARABRISAS,PEUGEOT,,"07-11, 06-11",,,,,,,,,,,,
,,RENAULT,,,,,,,,,,,,,,,,,,,,,,,,
FW00950,,ALLIANCE 2/4 PTAS SD/HB 83-87,,1000,1100,1300,,,,CRINAMEX,PARABRISAS,RENAULT,,83-87,,,,,,,,,,,,
FW03335GTN,,FLUENCE 4 PTAS SEDAN (11-14),,"$1,750.00","$1,850.00","$2,100.00",,,,CRINAMEX,PARABRISAS,RENAULT,,41944,,,,,,,,,,,,
FW02104GBN,,MEGANE 4 PTAS SEDAN (99-09),,"$2,360.00","$2,460.00","$2,700.00",,,,CRINAMEX,PARABRISAS,RENAULT,,99-09,,,,,,,,,,,,
FW02952GBN,,REANULT TRAFIC MINI VAN (08-13),,"$2,530.00","$2,630.00","$2,880.00",,,,CRINAMEX,PARABRISAS,RENAULT,,41487,,,,,,,,,,,,
FW00350GBN,,RENAULT 05 2 PTAS HATCHBACK(76-84) CHECAR ANTES ,,"$1,050.00","$1,150.00","$1,250.00",6,,,CITSA,PARABRISAS,RENAULT,,76-84,,,,,,,,,,,,
FW00350GBN,,RENAULT 05 2 PTAS HATCHBACK(76-84),,"$1,500.00","$1,600.00","$1,700.00",,,,CRINAMEX,PARABRISAS,RENAULT,,76-84,,,,,,,,,,,,
FW00252CLN,,RENAULT 12 4 PTAS WAGONETA  CHECAR ANTES,,"$1,480.00","$1,560.00","$1,640.00",7,,,CITSA,PARABRISAS,RENAULT,,,,,,,,,,,,,,
FW00428CLN,,RENAULT 18 SEDAN 4 PTAS /WAGONETA 4 PTAS (81-86),,"$1,360.00","$1,440.00","$1,520.00",7,,,CITSA,PARABRISAS,RENAULT,,81-86,,,,,,,,,,,,
FW00428CLN,,RENAULT 18 SEDAN 4 PTAS /WAGONETA 4 PTAS (81-86),,"$2,000.00","$2,100.00","$2,200.00",,,,CRINAMEX,PARABRISAS,RENAULT,,81-86,,,,,,,,,,,,
FW03345GBN,,RENAULT SCALA 4 PTAS (10-12),,"$2,200.00","$2,300.00","$2,500.00",,,,CRINAMEX,PARABRISAS,RENAULT,,45636,,,,,,,,,,,,
FW03238GTN,,SANDERO Y STEPWAY 4 PTAS HBACK(10-15)/DUSTER 4 PTAS UTILITY 13,,"$1,220.00","$1,320.00","$1,550.00",,,,VITRO,PARABRISAS,RENAULT,,42278,,,,,,,,,,,,
FW02714GBN,,RENAULT KANGOO CARGO 04 / 05         FW04220,$823.60,"$1,450.00","$1,600.00","$1,750.00",3,,,,PARABRISAS,RENAULT,,,,,,,,,,,,,,
FW02103GTN,,SCENIC 4 PTAS SEDAN(99-04)/HATCHBACK 4 PTAS (06-09),,"$2,110.00","$2,210.00","$2,450.00",,,,CRINAMEX,PARABRISAS,RENAULT,,"99-04, 06-09",,,,,,,,,,,,
,,SEAT,,,,,,,,,,,,,,,,,,,,,,,,
FW02708GTY,,"CORDOBA SEDAN 4 PTAS  06-07, IBIZA2/4 PTAS HB 07-08   (FW02709)",,"$1,180.00","$1,240.00","$1,480.00",,,,,PARABRISAS,SEAT,,"06-07, 07-08",,,,,,,,,,,,
FW02291GTN,,CORDOBA SEDAN 4 PTAS /IBIZA 2/4 PTAS HATCHBACK (01-04),,$700.00,$750.00,"$1,000.00",,,,,PARABRISAS,SEAT,,45383,,,,,,,,,,,,
FW03120GTN,,IBIZA SEDAN 4 PTAS 12-17,,"$1,450.00","$1,550.00","$1,650.00",3,,,CITSA,PARABRISAS,SEAT,,43070,,,,,,,,,,,,
FW04014GTY,,IBIZA SEDAN 4 PTAS (04-  ),,"$1,310.00","$1,460.00","$1,660.00",6,,,CITSA,PARABRISAS,SEAT,,,,,,,,,,,,,,
FW05053GTN,,IBIZA SEDAN 4 PTAS (2018-2020),,"$2,120.00","$2,220.00","$2,320.00",2,,,CITSA,,,,2018-2020,,,,,,,,,,,,
FW02916GTN,,SEAT LEON 4 PTAS HATCHBACK(07-11),,"$1,790.00","$1,840.00","$2,090.00",,,,,PARABRISAS,SEAT,,45603,,,,,,,,,,,,
FW02292GTY,,TOLEDO 4 PTAS SEDAN (01-04)/LEON 4 PTAS HATCHBACK(01-06),,"$1,380.00","$1,480.00","$1,580.00",4,,,CITSA,PARABRISAS,SEAT,,"01-04, 01-06",,,,,,,,,,,,
,,FIAT,,,,,,,,,,,,,,,,,,,,,,,,
FW03889GBY,,UNO HB 13-15 EN TOYOTA,"$1,450.00","$1,600.00","$1,750.00","$2,000.00",8,,,SAINT-GOBAIN,PARABRISAS,FIAT,,13-15,,,,,,,,,,,,
,,VOLVO,,,,,,,,,,,,,,,,,,,,,,,,
FW03092GTN,,VOLVO XC60 10-16 ESTA MAZDA ,,,,,1,,,VITRO,PARABRISAS,VOLVO,,42644,,,,,,,,,,,,
,,AMERICAN       MOTORS,,,,,,,,,,,,,,,,,,,,,,,,
DW00950GBN,,"ALLIANCE (CONVER 2 PTAS 85-87, HB 2/4 PTAS 87, SEDAN 2/4 PTAS 83-87) ENCORE HB 2/4 PTAS 84-86 ",,,,,,,,,PARABRISAS,AMERICAN,,"85-87, 83-87, 84-86",,,,,,,,,,,,
,,MINI,,,,,,,,,,,,,,,,,,,,,,,,
FW02841GTY,,COOPER 2 PTAS HB-CB 07-15,,"$2,900.00","$3,300.00","$3,600.00",1,,,SAINT GOBAIN,PARABRISAS,MINI,,42186,,,,,,,,,,,,
,,MERCEDES BENZ,,,,,,,,,,,,,,,,,,,,,,,,
FW02177GBN,,A160 HB 4 PTAS 00-08 / B200 HB 4 PTAS 06-11 ESTA EN FORD ,,"$2,900.00","$3,300.00","$3,600.00",1,,,BENSON,PARABRISAS,MERCEDES BENS,,"00-08, 06-11",,,,,,,,,,,,
,,TRACTOCAMIONES,,,,,,,,,,,,,,,,,,,,,,,,
DW01139GTN,,KENWORTH C500 03 91-06 VA CON GOMA,,"$1,000.00","$1,200.00","$1,500.00",3,,,CITSA,PARABRISAS,TRACTOCAMION,,91-06,,,,,,,,,,,,
DW01655,,KENWORTH C500 T600 T660 T700 T800 W900 ESTA EN VOSVAGEN,,,,"$1,600.00",1,,,,,,,,,,,,,,,,,,,
DW00534GBN,,DINA 600,,"$1,140.00","$1,220.00","$1,400.00",,,,CRINAMEX,PARABRISAS,TRACTOCAMION,,,,,,,,,,,,,,
DW01494,,FREIGHTLINER 07-12,"$2,140.00","$2,500.00",,,,,,,PARABRISAS,TRACTOCAMION,,45633,,,,,,,,,,,,
DW02120GTY,,PROMASTER CARGO VAN (14-16) ,"$1,500.00","$1,800.00","$2,100.00","$2,800.00",12,,,SAINT GOBAINT,PARABRISAS,TRACTOCAMION,,14-16,,,,,,,,,,,,
DW01615GBN,,"NAVISTAR CITY STAR, CF500, CF600 (07-12); FORD LCF (10)",,,"$2,700.00",,3,,,GAURDIAN,PARABRISAS,TRACTOCAMION,,45633,,,,,,,,,,,,
FW02924GBN,,"ISUZU ELF 400,500,600 (09-11); KENWORTH NPR, NPR HD, NQR, NRR (08-11); CHEVROLET W3500,W4500,W5500 (07-10)","$1,528.00","$1,750.00","$2,000.00",,2,,,CRINAMEX,PARABRISAS,TRACTOCAMION,,"09-11, 08-11, 07-10",,,,,,,,,,,,
DW01383GTN,,NAVISTAR 5000i 9000i (00); 5000i (06-11); PAY STAR (07-09),"$2,170.00","$2,500.00","$2,800.00",,1,,,GUARDIAN,PARABRISAS,TRACTOCAMION,,"06-11, 07-09",,,,,,,,,,,,
DW01710GTN,,"NAVISTAR 5000 I 00-13,9100,9200,9400,9900 i 9900 ix 06-16 PAY STAR 07-16 CABINA CONVENCIONAL",,"$2,600.00","$3,000.00","$3,500.00",1,,,GUARDIAN,,,,"00-13, 06-16, 07-16",,,,,,,,,,,,
DW01685GTY,,,"$1,845.00","$2,900.00","$3,300.00","$3,800.00",3,,,CRINAMEX,,,,,,,,,,,,,,,,
DW01308GTN,,"VOLVO TRACTOR VHD,VN SERIES 05-14/VT SERIES 06-16 CONVENCIONAL","$1,235.00",,,,2,,,VITRO,,,,"05-14, 06-16",,,,,,,,,,,,
WA03298GBN,,MERCEDES BENZ H.P.N 91-95,,,,,2,,,,,,,91-95,,,,,,,,,,,,
FQ26059GTYXYG,,,,,,,1,,,,,,,,,,,,,,,,,,,
FQ26060GTYXYG,,,,,,,3,,,,,,,,,,,,,,,,,,,
FQ27101GTYXYG,,,,,,,3,,,,,,,,,,,,,,,,,,,
FQ27102GTYXYG,,,,,,,3,,,,,,,,,,,,,,,,,,,
DW01000GTN,,FREIGHTLINER MERCEDES CONVENCIONAL CAB 1999 / 2005,$858.00,"$1,250.00","$1,400.00","$1,550.00",,,,,,,,,,,,,,,,,,,,
FW02920GTN,,CABSTAR CAMION 07-11,,"$1,550.00","$1,700.00","$2,100.00",0,,,SAINT  GOBAIN,PARABRISAS,NISSAN,,45603,,,,,,,,,,,,
WL00143GBN,,"FAMSA 2000 58 X 1,80  52,5 plano",$603.20,"$1,000.00","$1,200.00","$1,400.00",8,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00144GBN,,"DINA 2000 58 X 1,80 54,5 plano",$613.64,"$1,000.00","$1,200.00","$1,400.00",10,,,,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
,,HOJAS,,,,,,,,,,,,,,,,,,,,,,,,
,,"5,00 CL 0,36 x 1,8 MRM",,,,,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"5,00 CL 0,46 x 1,8 MRM",,$680.00,$700.00,,1,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"5,00 CL 0,56 x 1,8 MRM",,$740.00,,,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
AL01166CLN,,"5,00 CL  0.60*1.80 MRM 600*1800",,$740.00,$860.00,$980.00,13,,,CITSA,PARABRISAS,,,,,,,,,,,,,,,
,,"5,00 CL 0,66 x 1,8 MRM",,$740.00,$850.00,,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"5,00 CL 0,76 x 1,8 MRM",,$880.00,$920.00,,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"5,00 CL 0,86 x 1,8 MRM",,$960.00,"$1,000.00",,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"5,00 CL 0,96 x 1,8 MRM",,$590.00,$650.00,,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"5,00 CL  0.1.00*1.80 MRM",,"$1,100.00","$1,250.00",,5,,,CITSA,PARABRISAS,,,,,,,,,,,,,,,
,,"5,00 CL 1,20 x 1,8 MRM",,$750.00,$850.00,,,,,CITSA,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,"6,00 TX 1,20 x 2,4 MRM",,"$1,000.00","$1,300.00",,,,,CRINAMEX,PARABRISAS,HOJAS,,,,,,,,,,,,,,
,,SUZUKI,,,,,,,,,,,,,,,,,,,,,,,,
FW02768CLN,,SUZUKI SWIFT 4PTS. HB 07-09 TOYOT MAZDA,"$1,226.91","$1,700.00","$1,900.00","$2,200.00",2,,,  CITSA,PARABRISAS,SUZUKI,,45542,,,,,,,,,,,,
FW03059GTN,,SUZUKI CX4,,,"$1,800.00",,3,,,,,,,,,,,,,,,,,,,
,,AUTOBUSES,,,,,,,,,,,,,,,,,,,,,,,,
WA00477GBN,,Pbs. MidiBus CasaVan CVS 91 Pegado o con Canuela Der.,"$1,258.58",,,,2,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05162GBN,,Pbs. Eurocar Super Bus BR 96 / 00 Izq.  ,"$1,338.20","$1,900.00","$1,950.00","$2,450.00",8,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05163GBN,,Pbs. Eurocar Super Bus BR 96 / 00 Der.,"$1,338.20","$1,900.00","$1,950.00","$2,450.00",3,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05564GBN,,Pbs. Ayco Magno 930 92 / 2010 Izq.,"$1,350.24","$1,900.00","$2,400.00",,,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05564GTN,,Pbs. Ayco Magno 930 92 / 2010 Der.,"$1,350.24","$1,900.00","$2,400.00",,,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05565GTN,,Pbs. Mercedes Benzs Derecho,,,,,3,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05565GTN,,Pbs. Mercedes Benzs Izquierdo,,,,,3,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05601GTN,,Pbs. Supra Catosa Esquinas Redondas 2000 Der.,"$1,816.08","$2,550.00",,,,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05602GTN,,Pbs. Supra Catosa Esquinas Redondas 2000 Izq.,"$1,816.08","$2,550.00",,,,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05612GBN,,Pbs. Eurocar Super Bus Hermes 2000  00 / 03 Izq.,"$1,756.37","$2,400.00","$2,850.00","$3,800.00",4,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05613GBN,,Pbs. Eurocar Super Bus Hermes 2000  00 / 03 Der.,"$1,756.37","$2,400.00","$2,850.00","$3,800.00",2,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05639CLN,,Pbs. Reco Semichato RTP Pegado 01 / 03 Der.             ,"$1,451.75","$1,910.00","$2,410.00",,,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05640CLN,,Pbs. Reco Semichato RTP Pegado 01 / 03 Izq.,"$1,451.75","$1,910.00","$2,410.00",,1,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05681GTN,,Pbs. Supra Catosa 2002 OPERBUS COSMOS Y CONTEMPORANEO Der.                 ,"$1,816.08","$2,600.00","$3,100.00","$4,200.00",3,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05682GTN,,Pbs. Supra Catosa 2002 OPERBUS COSMOS Y CONTEMPORANEO Izq.,"$1,816.08","$2,600.00","$3,100.00","$4,200.00",4,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05800CLN,,Pbs. Marco Polo Boxer 2002 Izq.    ,"$1,062.24","$1,800.00","$2,300.00","$3,100.00",,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05801CLN,, Pbs MARCO Polo Boxer 2002 der ,"$1,062.24","$1,800.00","$2,300.00","$3,100.00",1,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05818GBN,,Pbs. Vanetesa Midi Bus P-42 Der.,"$1,863.89","$2,150.00","$2,400.00","$2,900.00",,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05819GBN,,Pbs. Vanetesa Midi Bus P-42 Izq.,"$1,863.89","$2,150.00","$2,400.00","$2,900.00",1,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05861GTN,,Pbs. Eurocar Super Bus Hermes 2006 Izq..,"$2,007.30","$2,500.00","$2,800.00","$2,900.00",3,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05862GTN,,Pbs. Eurocar Super Bus Hermes 2006 Der.,"$2,007.30","$2,500.00","$2,800.00","$2,900.00",,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05876CLN,,Pbs. Ayco Zafiro 2007 / 2010 Der.,"$1,696.65","$2,250.00","$2,700.00","$2,900.00",,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05877CLN,,Pbs. Ayco Zafiro 2007 / 2010 Izq.,"$1,696.65","$2,250.00","$2,700.00","$2,900.00",,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05896GBN,,Pbs. San Marino Volkswagen Centauro 2007 Der.,$894.36,"$1,150.00","$1,400.00","$1,800.00",3,,,CITSA,PARABRISAS,AUTOBUS,,,,,,,,,,,,,,
WA05995GTN,,Pbs Marco Polo Boxer izq,,"$2,100.00","$2,700.00","$3,500.00",1,,,,,,,,,,,,,,,,,,,
,,,,"$2,370.00","$2,870.00",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"$2,120.00","$2,620.00",,,,,,,,,,,,,,,,,,,,,
WA05685GTN,,PBS RECO DERECHO,,"$2,950.00","$3,500.00","$4,500.00",2,,,,,,,,,,,,,,,,,,,
WA08032GTN,,,,,,,1,,,,,,,,,,,,,,,,,,,
WA08031GTN,,,,,,,1,,,,,,,,,,,,,,,,,,,
WA05823GTN,,LETRERO,,"$1,240.00","$1,640.00",,1,,,,,,,,,,,,,,,,,,,
WA06191GTN,,OBS MOTO TAXI BAJAJ,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,,,,,,,,,,,,,,,
WA06210GTN,,PBS MOTO ATUL ,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,,,,,,,,,,,,,,,
WA06215GTN,,PBS TORINO TOWN Y PACK,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,,,,,,,,,,,,,,,
WA06220GTN,,PBS TORINO MOTO COUNTRY,,"$1,200.00","$1,400.00","$1,600.00",2,,,,,,,,,,,,,,,,,,,
,,TRACTOCAMIONES ,,,,,,,,,,,,,,,,,,,,,,,,
DW00534GBN,,INTERNATIONAL HARVESTER DINA CAM. 57-86 ,$673.96,$800.00,$900.00,"$1,200.00",0,,,CITSA,PARABRISAS,TRACTOCAMIONES,,57-86,,,,,,,,,,,,
DW00919GTN,,CAMION NAVIESTAR CABINA ALTA 80-96      ,$633.36,$850.00,"$1,050.00","$1,450.00",2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,80-96,,,,,,,,,,,,
DW00920GTN,,CAMION NAVIESTAR CABINA ALTA 80-96      ,$633.36,$850.00,"$1,050.00","$1,450.00",2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,80-96,,,,,,,,,,,,
DW01000GTN,,FREIGHTLINER MERCEDES CONVENCIONAL CAB 1999 / 2005,$858.00,"$1,000.00","$1,050.00","$1,350.00",,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01139GBN,,KENWORTH CAB. CONV. 90-96 C-500 C-800 T-400,$482.00,$650.00,$800.00,"$1,100.00",,,,,PARABRISAS,TRACTOCAMIONES,,90-96,,,,,,,,,,,,
DW01163GTN,,"KENWORTH C500, C800,T170,T270, T300, T400, T450, T600, T800 W900 Conv. Cab Der. 97 / 06 CURVO  MITAD",$332.00,$500.00,$600.00,$950.00,2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01164GTN,,"KENWORTH C500, C800,T170,T270, T300, T400, T450, T600, T800 W900 Conv. Cab Izq. 97 / 06 CURVO MITAD",$332.00,$500.00,$600.00,$950.00,2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01731GTN,,FRIGHTLINER CASCADIA DER. CAB. CONV. 2008-2008,$791.12,"$1,000.00","$1,200.00","$1,800.00",1,,,CITSA,PARABRISAS,TRACTOCAMIONES,,2008-2008,,,,,,,,,,,,
DW01732GTN,,FRIGHTLINER CASCADIA IZQ. CAB. CONV. 2008-2009,$791.12,"$1,000.00","$1,200.00","$1,800.00",0,,,CITSA,PARABRISAS,TRACTOCAMIONES,,2008-2009,,,,,,,,,,,,
DW01302GTN,,FREIGHTLINER CENTURY CLASS. 96/UP DER SIM,$678.60,$850.00,"$1,000.00","$1,800.00",3,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01303GTN,,FREIGHTLINER CENTURY CLASS. 96/UP IZQ. SIM,$678.60,$850.00,"$1,000.00","$1,800.00",3,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
DW01615GBN,,"CAMION FORD LCF CAB FORWARD 06-10, NAVISTAR CITY STAR, CF500, CF600 (07-12)","$1,105.00","$1,500.00","$1,700.00","$2,200.00",7,,,CITSA,PARABRISAS,TRACTOCAMIONES,,"06-10, 07-12",,,,,,,,,,,,
WL00137GBN,,KENWORTH T-800 54 X 78 plano MITAD,$188.00,$400.00,$550.00,$800.00,4,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00141GBN,,PARABRISAS DINA 800 861 (NAVISTAR),$245.00,,,,1,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00142GBN,,DINA 3000 plano,$506.00,"$1,000.00","$1,100.00","$1,300.00",,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00143GBN,,"FAMSA 2000 58 X 1,80  52,5 plano",$603.20,"$1,100.00","$1,200.00","$1,400.00",9,,,CITSA,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
WL00144GBN,,"DINA 2000 58 X 1,80 54,5 plano",$613.64,"$1,100.00","$1,200.00","$1,400.00",10,,,,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
,,DINA 2000  ,,,,"$3,500.00",1,,,,,,,,,,,,,,,,,,,
WL00162GBN,,FREIGHTLINER TROMPUDO NACIONAL 52 X 90 plano MITAD,$209.00,$600.00,$750.00,$850.00,,,,,PARABRISAS,TRACTOCAMIONES,,,,,,,,,,,,,,
FW03119 GBN,,PARABRISAS CAMION ISUZU ELF 300 CABOVER 2009-2010,"$1,134.47","$1,400.00","$1,650.00","$2,100.00",2,,,CITSA,PARABRISAS,TRACTOCAMIONES,,2009-2010,,,,,,,,,,,,
